Price,Location,Number of Rooms,Area,Floor
260000,Fatmayı q.,N/A,N/A,N/A
225000,Səbail r.,3 otaqlı,95 m²,5/10 mərtəbə
260000,İnşaatçılar m.,4 otaqlı,115 m²,3/9 mərtəbə
127000,7-ci mikrorayon q.,2 otaqlı,60 m²,7/9 mərtəbə
195000,Nəsimi r.,3 otaqlı,60 m²,3/4 mərtəbə
147000,Qara Qarayev m.,2 otaqlı,65 m²,4/17 mərtəbə
137000,Əhmədli q.,2 otaqlı,51 m²,3/19 mərtəbə
71500,Sumqayıt,2 otaqlı,60 m²,8/8 mərtəbə
445000,Şah İsmayıl Xətai m.,4 otaqlı,138 m²,13/19 mərtəbə
725000,Mərdəkan q.,N/A,N/A,N/A
130000,Xırdalan,N/A,N/A,N/A
112000,Bakıxanov q.,2 otaqlı,65 m²,3/5 mərtəbə
86000,Xırdalan,3 otaqlı,77 m²,1/11 mərtəbə
136000,Həzi Aslanov m.,2 otaqlı,55 m²,11/16 mərtəbə
230000,Badamdar q.,2 otaqlı,100 m²,13/15 mərtəbə
675000,Mərdəkan q.,N/A,N/A,N/A
188000,Həzi Aslanov m.,3 otaqlı,110 m²,14/17 mərtəbə
226000,Gənclik m.,3 otaqlı,85 m²,3/9 mərtəbə
220000,İnşaatçılar m.,3 otaqlı,125 m²,10/17 mərtəbə
590000,8 Noyabr m.,6 otaqlı,400 m²,14/14 mərtəbə
50000,Yeni Suraxanı q.,3 otaqlı,78 m²,3/3 mərtəbə
880000,Günəşli q.,N/A,N/A,N/A
120000,Masazır q.,N/A,N/A,N/A
125000,İnşaatçılar m.,2 otaqlı,53 m²,5/5 mərtəbə
150000,Qara Qarayev m.,2 otaqlı,51 m²,16/17 mərtəbə
184000,7-ci mikrorayon q.,3 otaqlı,80 m²,3/16 mərtəbə
100000,Masazır q.,2 otaqlı,70 m²,13/17 mərtəbə
130000,Yeni Yasamal q.,2 otaqlı,62 m²,7/20 mərtəbə
250000,Yeni Yasamal q.,3 otaqlı,115 m²,15/17 mərtəbə
470000,Nizami m.,4 otaqlı,210 m²,4/24 mərtəbə
200000,Quba,N/A,N/A,N/A
170000,Şah İsmayıl Xətai m.,2 otaqlı,60 m²,4/5 mərtəbə
262000,Binəqədi r.,3 otaqlı,6 m²,12/19 mərtəbə
5000000,Nizami m.,N/A,N/A,N/A
205000,Neftçilər m.,2 otaqlı,119 m²,9/19 mərtəbə
400000,Buzovna q.,N/A,N/A,N/A
358560,Koroğlu m.,4 otaqlı,8 m²,16/16 mərtəbə
299520,Nəsimi r.,2 otaqlı,6 m²,17/17 mərtəbə
450000,8-ci kilometr q.,N/A,N/A,N/A
530000,Şah İsmayıl Xətai m.,5 otaqlı,205 m²,10/18 mərtəbə
435000,Nizami m.,3 otaqlı,147 m²,12/18 mərtəbə
175000,Yeni Yasamal q.,3 otaqlı,105 m²,12/18 mərtəbə
110000,Masazır q.,N/A,N/A,N/A
188000,Həzi Aslanov m.,3 otaqlı,120 m²,8/17 mərtəbə
560000,28 May m.,4 otaqlı,230 m²,7/17 mərtəbə
2500000,Buzovna q.,N/A,N/A,N/A
340000,28 May m.,3 otaqlı,156 m²,11/14 mərtəbə
175000,Həzi Aslanov m.,4 otaqlı,100 m²,7/9 mərtəbə
135000,Həzi Aslanov m.,2 otaqlı,63 m²,3/20 mərtəbə
255000,Nizami m.,N/A,N/A,N/A
260000,8-ci mikrorayon q.,3 otaqlı,115 m²,16/17 mərtəbə
123000,Həzi Aslanov m.,2 otaqlı,66 m²,8/9 mərtəbə
227000,Həzi Aslanov m.,3 otaqlı,110 m²,11/20 mərtəbə
135000,Məmmədli q.,N/A,N/A,N/A
124000,Həzi Aslanov m.,2 otaqlı,54 m²,2/20 mərtəbə
400000,Sumqayıt,N/A,N/A,N/A
360000,Nəsimi r.,N/A,N/A,N/A
160000,Sahil m.,N/A,N/A,N/A
285000,Nərimanov r.,3 otaqlı,3 m²,4/17 mərtəbə
79000,Xırdalan,3 otaqlı,93 m²,13/13 mərtəbə
158000,Neftçilər m.,4 otaqlı,115 m²,9/10 mərtəbə
475000,Qara Qarayev m.,N/A,N/A,N/A
240000,İnşaatçılar m.,3 otaqlı,90 m²,8/9 mərtəbə
265000,Masazır q.,N/A,N/A,N/A
60000,Albalılıq q.,N/A,N/A,N/A
223000,Xalqlar Dostluğu m.,3 otaqlı,95 m²,15/17 mərtəbə
300000,Nərimanov r.,N/A,N/A,N/A
170000,Həzi Aslanov m.,3 otaqlı,80 m²,6/9 mərtəbə
79500,Binə q.,N/A,N/A,N/A
280000,20 Yanvar m.,4 otaqlı,142 m²,3/18 mərtəbə
125000,Əhmədli m.,2 otaqlı,68 m²,5/9 mərtəbə
220000,Avtovağzal m.,4 otaqlı,154 m²,2/5 mərtəbə
1500000,Nizami m.,N/A,N/A,N/A
18000,Qəbələ,N/A,N/A,N/A
215000,Həzi Aslanov m.,3 otaqlı,128 m²,3/17 mərtəbə
178000,Əhmədli m.,3 otaqlı,115 m²,2/13 mərtəbə
690000,Badamdar q.,N/A,N/A,N/A
1250000,28 May m.,N/A,N/A,N/A
157000,Sumqayıt,4 otaqlı,110 m²,11/12 mərtəbə
154000,Həzi Aslanov m.,2 otaqlı,87 m²,15/17 mərtəbə
137000,Xətai r.,2 otaqlı,52 m²,3/19 mərtəbə
620000,Nizami m.,N/A,N/A,N/A
157000,Həzi Aslanov m.,2 otaqlı,51 m²,17/19 mərtəbə
133000,Həzi Aslanov m.,3 otaqlı,80 m²,9/9 mərtəbə
750000,Sumqayıt,N/A,N/A,N/A
950000,Memar Əcəmi m.,N/A,N/A,N/A
308000,Şah İsmayıl Xətai m.,3 otaqlı,147 m²,6/21 mərtəbə
50000,Masazır q.,3 otaqlı,48 m²,6/6 mərtəbə
230000,Nizami m.,2 otaqlı,90 m²,7/17 mərtəbə
98500,Sumqayıt,4 otaqlı,97 m²,5/6 mərtəbə
115000,Sumqayıt,2 otaqlı,67 m²,8/9 mərtəbə
137000,Həzi Aslanov m.,3 otaqlı,80 m²,5/9 mərtəbə
235000,Albalılıq q.,N/A,N/A,N/A
279000,Nərimanov r.,3 otaqlı,110 m²,4/17 mərtəbə
550000,Nərimanov r.,4 otaqlı,200 m²,11/16 mərtəbə
480000,Maştağa q.,N/A,N/A,N/A
130000,Sumqayıt,4 otaqlı,85 m²,7/9 mərtəbə
163000,İnşaatçılar m.,2 otaqlı,62 m²,5/12 mərtəbə
5500000,Elmlər Akademiyası m.,N/A,N/A,N/A
102000,7-ci mikrorayon q.,1 otaqlı,40 m²,4/5 mərtəbə
267000,Nizami m.,3 otaqlı,120 m²,8/16 mərtəbə
245000,Nəsimi m.,2 otaqlı,112 m²,12/17 mərtəbə
1600000,Nardaran q.,N/A,N/A,N/A
106000,Lökbatan q.,2 otaqlı,62 m²,12/14 mərtəbə
950000,Nəsimi r.,N/A,N/A,N/A
81000,Əhmədli m.,2 otaqlı,50 m²,4/5 mərtəbə
312000,Şah İsmayıl Xətai m.,3 otaqlı,157 m²,3/19 mərtəbə
155000,Əhmədli m.,3 otaqlı,64 m²,5/17 mərtəbə
250000,Şah İsmayıl Xətai m.,3 otaqlı,130 m²,12/14 mərtəbə
125000,İnşaatçılar m.,2 otaqlı,65 m²,3/13 mərtəbə
950000,Elmlər Akademiyası m.,N/A,N/A,N/A
2500000,Elmlər Akademiyası m.,N/A,N/A,N/A
330000,8 Noyabr m.,3 otaqlı,147 m²,14/16 mərtəbə
167000,Memar Əcəmi m.,3 otaqlı,90 m²,7/9 mərtəbə
110000,Hövsan q.,N/A,N/A,N/A
279000,Nərimanov r.,2 otaqlı,111 m²,2/13 mərtəbə
350000,Səbail r.,4 otaqlı,120 m²,2/10 mərtəbə
260000,Xəzər r.,N/A,N/A,N/A
120000,Xətai r.,2 otaqlı,55 m²,8/9 mərtəbə
164000,Memar Əcəmi m.,2 otaqlı,77 m²,5/8 mərtəbə
154000,Yeni Yasamal q.,3 otaqlı,85 m²,7/18 mərtəbə
449000,Nəriman Nərimanov m.,5 otaqlı,212 m²,15/17 mərtəbə
125000,Avtovağzal m.,2 otaqlı,84 m²,14/17 mərtəbə
250000,Nardaran q.,N/A,N/A,N/A
335000,Şah İsmayıl Xətai m.,3 otaqlı,130 m²,13/14 mərtəbə
115000,Neftçilər m.,2 otaqlı,55 m²,4/5 mərtəbə
230000,Nəriman Nərimanov m.,2 otaqlı,110 m²,8/14 mərtəbə
286000,Ağ şəhər q.,2 otaqlı,8 m²,14/20 mərtəbə
950000,Buzovna q.,N/A,N/A,N/A
146000,Xalqlar Dostluğu m.,3 otaqlı,80 m²,8/9 mərtəbə
188000,Əhmədli q.,3 otaqlı,70 m²,6/9 mərtəbə
1700000,Bayıl q.,N/A,N/A,N/A
115000,8-ci kilometr q.,2 otaqlı,45 m²,8/16 mərtəbə
650000,Şah İsmayıl Xətai m.,3 otaqlı,130 m²,18/20 mərtəbə
117000,Həzi Aslanov m.,2 otaqlı,62 m²,5/16 mərtəbə
66000,Binə q.,N/A,N/A,N/A
460000,Nizami m.,3 otaqlı,174 m²,14/24 mərtəbə
88000,Abşeron r.,2 otaqlı,61 m²,1/11 mərtəbə
1000000,Elmlər Akademiyası m.,N/A,N/A,N/A
112000,Memar Əcəmi m.,2 otaqlı,57 m²,3/5 mərtəbə
375000,Nərimanov r.,4 otaqlı,180 m²,13/17 mərtəbə
650000,Əhmədli q.,N/A,N/A,N/A
190000,Gənclik m.,2 otaqlı,65 m²,6/17 mərtəbə
263000,Elmlər Akademiyası m.,2 otaqlı,94 m²,5/17 mərtəbə
360000,28 May m.,3 otaqlı,115 m²,12/16 mərtəbə
228000,Şah İsmayıl Xətai m.,3 otaqlı,95 m²,2/16 mərtəbə
207000,Elmlər Akademiyası m.,2 otaqlı,5 m²,17/17 mərtəbə
345000,İnşaatçılar m.,N/A,N/A,N/A
220000,İnşaatçılar m.,3 otaqlı,115 m²,8/17 mərtəbə
535000,Mərdəkan q.,N/A,N/A,N/A
172000,Nizami m.,2 otaqlı,65 m²,10/10 mərtəbə
235000,28 May m.,2 otaqlı,90 m²,4/17 mərtəbə
265000,İnşaatçılar m.,3 otaqlı,125 m²,4/17 mərtəbə
174000,İçəri Şəhər m.,2 otaqlı,60 m²,4/4 mərtəbə
315000,Elmlər Akademiyası m.,2 otaqlı,95 m²,13/17 mərtəbə
135000,Əhmədli q.,4 otaqlı,117 m²,1/9 mərtəbə
320000,20 Yanvar m.,4 otaqlı,142 m²,15/19 mərtəbə
130000,Novxanı q.,N/A,N/A,N/A
275000,Səbail r.,3 otaqlı,140 m²,7/17 mərtəbə
96000,Elmlər Akademiyası m.,2 otaqlı,35 m²,4/5 mərtəbə
72000,Sumqayıt,2 otaqlı,53 m²,6/16 mərtəbə
209000,Qara Qarayev m.,3 otaqlı,92 m²,9/17 mərtəbə
96000,Qaraçuxur q.,3 otaqlı,64 m²,16/17 mərtəbə
155800,Qaraçuxur q.,4 otaqlı,136 m²,5/9 mərtəbə
132000,Həzi Aslanov m.,2 otaqlı,65 m²,13/17 mərtəbə
270000,Elmlər Akademiyası m.,3 otaqlı,97 m²,14/17 mərtəbə
114500,Memar Əcəmi m.,2 otaqlı,55 m²,4/5 mərtəbə
125000,Həzi Aslanov m.,2 otaqlı,60 m²,7/7 mərtəbə
400000,Sahil m.,N/A,N/A,N/A
189000,Neftçilər m.,3 otaqlı,88 m²,4/19 mərtəbə
172000,Həzi Aslanov m.,2 otaqlı,88 m²,4/16 mərtəbə
188000,Neftçilər m.,3 otaqlı,102 m²,10/19 mərtəbə
320000,İnşaatçılar m.,3 otaqlı,148 m²,25/27 mərtəbə
175000,Əhmədli m.,3 otaqlı,80 m²,2/16 mərtəbə
405000,8 Noyabr m.,3 otaqlı,145 m²,15/27 mərtəbə
150000,Nəsimi r.,2 otaqlı,82 m²,16/17 mərtəbə
75000,Dədə Qorqud q.,N/A,N/A,N/A
375000,20 Yanvar m.,4 otaqlı,167 m²,16/17 mərtəbə
141500,9-cu mikrorayon q.,2 otaqlı,60 m²,7/9 mərtəbə
225000,Həzi Aslanov m.,3 otaqlı,105 m²,7/16 mərtəbə
2000000,İçəri Şəhər m.,N/A,N/A,N/A
290000,8 Noyabr m.,2 otaqlı,107 m²,11/27 mərtəbə
136000,Həzi Aslanov m.,3 otaqlı,65 m²,16/16 mərtəbə
265000,28 May m.,3 otaqlı,110 m²,15/16 mərtəbə
295000,Elmlər Akademiyası m.,3 otaqlı,130 m²,19/23 mərtəbə
174000,Nəsimi r.,2 otaqlı,60 m²,14/17 mərtəbə
285000,Xətai r.,4 otaqlı,180 m²,9/16 mərtəbə
103000,Massiv A q.,2 otaqlı,60 m²,2/9 mərtəbə
225000,Həzi Aslanov m.,3 otaqlı,136 m²,8/13 mərtəbə
310000,8 Noyabr m.,2 otaqlı,98 m²,12/27 mərtəbə
142000,Qara Qarayev m.,2 otaqlı,61 m²,3/17 mərtəbə
315000,Elmlər Akademiyası m.,3 otaqlı,95 m²,13/17 mərtəbə
175000,Həzi Aslanov m.,3 otaqlı,100 m²,3/17 mərtəbə
359000,Nəsimi r.,4 otaqlı,170 m²,3/16 mərtəbə
255000,Şüvəlan q.,N/A,N/A,N/A
305000,İnşaatçılar m.,3 otaqlı,140 m²,6/17 mərtəbə
254000,Memar Əcəmi m.,3 otaqlı,111 m²,7/12 mərtəbə
73000,Xırdalan,2 otaqlı,63 m²,3/4 mərtəbə
510000,28 May m.,4 otaqlı,200 m²,8/19 mərtəbə
255000,Neftçilər m.,4 otaqlı,147 m²,10/17 mərtəbə
120000,Mərdəkan q.,N/A,N/A,N/A
680000,İçəri Şəhər m.,3 otaqlı,120 m²,6/12 mərtəbə
180000,Şüvəlan q.,N/A,N/A,N/A
230000,İnşaatçılar m.,3 otaqlı,98 m²,5/16 mərtəbə
471231,Yasamal q.,4 otaqlı,5 m²,5/16 mərtəbə
312000,28 May m.,3 otaqlı,120 m²,3/16 mərtəbə
620000,Şah İsmayıl Xətai m.,5 otaqlı,300 m²,6/7 mərtəbə
140000,Şağan q.,N/A,N/A,N/A
155000,Həzi Aslanov m.,3 otaqlı,95 m²,18/19 mərtəbə
120000,Şüvəlan q.,N/A,N/A,N/A
205000,Nəsimi r.,2 otaqlı,70 m²,5/17 mərtəbə
220000,Mərdəkan q.,N/A,N/A,N/A
123000,Elmlər Akademiyası m.,2 otaqlı,42 m²,4/5 mərtəbə
265000,Həzi Aslanov m.,4 otaqlı,134 m²,2/7 mərtəbə
135000,Azadlıq Prospekti m.,2 otaqlı,65 m²,4/9 mərtəbə
215000,Elmlər Akademiyası m.,2 otaqlı,8 m²,14/17 mərtəbə
441500,Nəsimi r.,4 otaqlı,193 m²,14/20 mərtəbə
128000,Həzi Aslanov m.,2 otaqlı,58 m²,7/7 mərtəbə
295000,Həzi Aslanov m.,3 otaqlı,118 m²,5/16 mərtəbə
196000,Nəsimi r.,2 otaqlı,70 m²,8/17 mərtəbə
180000,Azadlıq Prospekti m.,N/A,N/A,N/A
240000,Neftçilər m.,3 otaqlı,106 m²,9/17 mərtəbə
435000,Gənclik m.,4 otaqlı,205 m²,4/17 mərtəbə
490000,28 May m.,4 otaqlı,208 m²,8/18 mərtəbə
390000,28 May m.,4 otaqlı,185 m²,11/18 mərtəbə
283000,Sahil m.,N/A,N/A,N/A
260000,Şah İsmayıl Xətai m.,4 otaqlı,117 m²,7/9 mərtəbə
290000,Əhmədli m.,4 otaqlı,136 m²,14/16 mərtəbə
127000,Mərdəkan q.,N/A,N/A,N/A
350000,28 May m.,5 otaqlı,220 m²,3/6 mərtəbə
179000,Həzi Aslanov m.,3 otaqlı,103 m²,12/17 mərtəbə
322080,Koroğlu m.,3 otaqlı,4 m²,8/16 mərtəbə
188800,Həzi Aslanov m.,3 otaqlı,100 m²,7/16 mərtəbə
162000,İnşaatçılar m.,2 otaqlı,65 m²,11/16 mərtəbə
290000,Buzovna q.,N/A,N/A,N/A
330000,İnşaatçılar m.,3 otaqlı,125 m²,10/15 mərtəbə
89000,Hövsan q.,3 otaqlı,80 m²,5/5 mərtəbə
46000,Masazır q.,N/A,N/A,N/A
188000,Qara Qarayev m.,2 otaqlı,76 m²,11/17 mərtəbə
480000,28 May m.,6 otaqlı,185 m²,2/4 mərtəbə
61000,Masazır q.,N/A,N/A,N/A
119000,Masazır q.,3 otaqlı,90 m²,3/6 mərtəbə
135000,Həzi Aslanov m.,2 otaqlı,64 m²,11/19 mərtəbə
228000,Həzi Aslanov m.,3 otaqlı,132 m²,8/13 mərtəbə
310000,Nəriman Nərimanov m.,3 otaqlı,156 m²,12/16 mərtəbə
130000,Massiv D q.,3 otaqlı,80 m²,7/9 mərtəbə
335000,Nəriman Nərimanov m.,3 otaqlı,106 m²,11/15 mərtəbə
117000,Həzi Aslanov m.,3 otaqlı,84 m²,9/9 mərtəbə
130000,İnşaatçılar m.,2 otaqlı,63 m²,7/22 mərtəbə
114000,Elmlər Akademiyası m.,1 otaqlı,34 m²,4/5 mərtəbə
280000,Gənclik m.,3 otaqlı,99 m²,2/6 mərtəbə
48000,Əmircan q.,N/A,N/A,N/A
1450000,Ağ şəhər q.,N/A,N/A,N/A
98000,Məmmədli q.,4 otaqlı,94 m²,8/9 mərtəbə
1900000,İçəri Şəhər m.,N/A,N/A,N/A
145000,Neftçilər m.,2 otaqlı,65 m²,6/9 mərtəbə
310000,Memar Əcəmi m.,N/A,N/A,N/A
410000,8 Noyabr m.,3 otaqlı,83 m²,26/27 mərtəbə
1600000,Görədil q.,N/A,N/A,N/A
550000,Elmlər Akademiyası m.,4 otaqlı,170 m²,15/21 mərtəbə
985000,Badamdar q.,N/A,N/A,N/A
147000,Zaqatala,N/A,N/A,N/A
75000,Buzovna q.,N/A,N/A,N/A
259000,8 Noyabr m.,2 otaqlı,80 m²,5/16 mərtəbə
464000,Nəriman Nərimanov m.,4 otaqlı,232 m²,4/16 mərtəbə
142000,Bakıxanov q.,3 otaqlı,90 m²,4/14 mərtəbə
154000,8 Noyabr m.,2 otaqlı,49 m²,15/17 mərtəbə
145000,8 Noyabr m.,3 otaqlı,55 m²,5/14 mərtəbə
153000,Neftçilər m.,2 otaqlı,63 m²,11/14 mərtəbə
68500,Xırdalan,2 otaqlı,42 m²,6/16 mərtəbə
395000,Şah İsmayıl Xətai m.,3 otaqlı,142 m²,11/20 mərtəbə
165000,Azadlıq Prospekti m.,2 otaqlı,63 m²,9/18 mərtəbə
880000,Mərdəkan q.,N/A,N/A,N/A
969900,Xətai r.,5 otaqlı,405 m²,2/7 mərtəbə
305000,Yasamal q.,2 otaqlı,105 m²,11/27 mərtəbə
235000,20 Yanvar m.,3 otaqlı,105 m²,9/19 mərtəbə
180000,Novxanı q.,N/A,N/A,N/A
215000,Həzi Aslanov m.,3 otaqlı,92 m²,5/12 mərtəbə
35500,Masazır q.,N/A,N/A,N/A
350000,Yasamal r.,N/A,N/A,N/A
95000,Hövsan q.,4 otaqlı,100 m²,2/5 mərtəbə
156000,Nardaran q.,1 otaqlı,54 m²,4/7 mərtəbə
405000,Şah İsmayıl Xətai m.,4 otaqlı,193 m²,11/16 mərtəbə
550000,Görədil q.,N/A,N/A,N/A
135000,Yeni Günəşli q.,4 otaqlı,105 m²,9/9 mərtəbə
745000,Mərdəkan q.,N/A,N/A,N/A
185000,8-ci kilometr q.,3 otaqlı,120 m²,14/16 mərtəbə
205000,Elmlər Akademiyası m.,2 otaqlı,60 m²,4/4 mərtəbə
190000,Nəriman Nərimanov m.,3 otaqlı,122 m²,17/17 mərtəbə
173000,Sumqayıt,3 otaqlı,8 m²,7/15 mərtəbə
220000,Əhmədli m.,3 otaqlı,110 m²,10/17 mərtəbə
390000,Nəsimi r.,4 otaqlı,180 m²,7/20 mərtəbə
209000,Nəsimi r.,2 otaqlı,57 m²,14/16 mərtəbə
115000,Zabrat q.,N/A,N/A,N/A
170000,Həzi Aslanov q.,2 otaqlı,83 m²,4/16 mərtəbə
800,20 Yanvar m.,3 otaqlı,130 m²,14/18 mərtəbə
75000,Zabrat q.,N/A,N/A,N/A
345000,Bayıl q.,5 otaqlı,160 m²,4/9 mərtəbə
127000,Buzovna q.,N/A,N/A,N/A
165000,Neftçilər m.,2 otaqlı,67 m²,15/19 mərtəbə
99000,Xırdalan,3 otaqlı,75 m²,6/16 mərtəbə
215000,Əhmədli m.,5 otaqlı,120 m²,3/9 mərtəbə
135000,Əhmədli m.,2 otaqlı,72 m²,5/19 mərtəbə
315000,8 Noyabr m.,2 otaqlı,102 m²,6/27 mərtəbə
339000,Qara Qarayev m.,3 otaqlı,129 m²,13/17 mərtəbə
158000,Əhmədli q.,5 otaqlı,125 m²,1/10 mərtəbə
165000,Xırdalan,3 otaqlı,118 m²,8/11 mərtəbə
190000,Əhmədli m.,4 otaqlı,100 m²,3/9 mərtəbə
1200000,Nəsimi r.,N/A,N/A,N/A
180000,Qara Qarayev m.,3 otaqlı,88 m²,7/17 mərtəbə
650000,Nizami m.,3 otaqlı,195 m²,15/19 mərtəbə
125000,Xırdalan,3 otaqlı,83 m²,9/14 mərtəbə
122000,Həzi Aslanov m.,2 otaqlı,63 m²,18/18 mərtəbə
133000,Həzi Aslanov m.,2 otaqlı,86 m²,12/18 mərtəbə
160000,Elmlər Akademiyası m.,3 otaqlı,45 m²,1/5 mərtəbə
130000,Saray q.,N/A,N/A,N/A
315000,Həzi Aslanov q.,3 otaqlı,155 m²,14/17 mərtəbə
254910,Koroğlu m.,2 otaqlı,2 m²,16/16 mərtəbə
139000,Bakıxanov q.,3 otaqlı,78 m²,9/9 mərtəbə
184900,Nərimanov r.,2 otaqlı,58 m²,13/14 mərtəbə
135000,Fatmayı q.,N/A,N/A,N/A
269000,İnşaatçılar m.,3 otaqlı,148 m²,16/18 mərtəbə
249000,Nəriman Nərimanov m.,3 otaqlı,103 m²,11/16 mərtəbə
300000,Əhmədli m.,3 otaqlı,150 m²,14/16 mərtəbə
235000,Neftçilər m.,5 otaqlı,113 m²,1/5 mərtəbə
167000,Nərimanov r.,3 otaqlı,60 m²,7/9 mərtəbə
185000,Şağan q.,N/A,N/A,N/A
350000,Nəsimi r.,5 otaqlı,165 m²,2/4 mərtəbə
550000,Nizami m.,4 otaqlı,232 m²,13/17 mərtəbə
133000,Əhmədli q.,3 otaqlı,80 m²,9/9 mərtəbə
299000,8 Noyabr m.,3 otaqlı,140 m²,7/18 mərtəbə
500000,İçəri Şəhər m.,3 otaqlı,115 m²,5/12 mərtəbə
600000,İçəri Şəhər m.,3 otaqlı,185 m²,5/14 mərtəbə
5750000,Memar Əcəmi m.,N/A,N/A,N/A
379000,Nərimanov r.,4 otaqlı,201 m²,8/14 mərtəbə
97000,7-ci mikrorayon q.,1 otaqlı,40 m²,4/5 mərtəbə
600000,Novxanı q.,N/A,N/A,N/A
85000,Həzi Aslanov m.,2 otaqlı,45 m²,2/9 mərtəbə
130000,Saray q.,N/A,N/A,N/A
168000,Bakıxanov q.,2 otaqlı,2 m²,6/14 mərtəbə
182000,28 May m.,2 otaqlı,60 m²,3/5 mərtəbə
120000,Pirşağı q.,N/A,N/A,N/A
220000,Buzovna q.,N/A,N/A,N/A
177000,Novxanı q.,N/A,N/A,N/A
1100000,Neftçilər m.,N/A,N/A,N/A
139000,Elmlər Akademiyası m.,2 otaqlı,50 m²,4/9 mərtəbə
135000,Memar Əcəmi m.,2 otaqlı,55 m²,2/18 mərtəbə
198000,Nəriman Nərimanov m.,3 otaqlı,78 m²,1/3 mərtəbə
140000,Memar Əcəmi m.,2 otaqlı,60 m²,4/14 mərtəbə
5000,Nardaran q.,N/A,N/A,N/A
1850000,Nəsimi r.,N/A,N/A,N/A
168000,Yeni Yasamal q.,3 otaqlı,80 m²,14/18 mərtəbə
150000,Dərnəgül m.,2 otaqlı,60 m²,6/18 mərtəbə
250000,Səbail r.,3 otaqlı,115 m²,8/15 mərtəbə
395000,Mərdəkan q.,N/A,N/A,N/A
60000,Əhmədli q.,N/A,N/A,N/A
114000,Həzi Aslanov m.,2 otaqlı,75 m²,17/17 mərtəbə
190000,Koroğlu m.,3 otaqlı,75 m²,12/13 mərtəbə
142000,Memar Əcəmi m.,2 otaqlı,61 m²,13/16 mərtəbə
150000,Mehdiabad q.,N/A,N/A,N/A
115000,Sumqayıt,N/A,N/A,N/A
285000,8-ci mikrorayon q.,3 otaqlı,115 m²,7/10 mərtəbə
200000,Azadlıq Prospekti m.,N/A,N/A,N/A
188000,Nərimanov r.,3 otaqlı,80 m²,3/9 mərtəbə
143014,İnşaatçılar m.,2 otaqlı,56 m²,4/12 mərtəbə
158000,Nərimanov r.,2 otaqlı,50 m²,15/18 mərtəbə
93000,Zığ q.,3 otaqlı,58 m²,6/11 mərtəbə
379000,Gənclik m.,3 otaqlı,140 m²,14/17 mərtəbə
138000,Biləcəri q.,2 otaqlı,5 m²,6/16 mərtəbə
223000,Nəsimi m.,3 otaqlı,105 m²,16/17 mərtəbə
157000,Nəriman Nərimanov m.,2 otaqlı,68 m²,5/14 mərtəbə
670000,Nəsimi r.,N/A,N/A,N/A
45000,Quba,N/A,N/A,N/A
38000,Masazır q.,1 otaqlı,42 m²,7/9 mərtəbə
302560,Nəsimi r.,2 otaqlı,6 m²,14/17 mərtəbə
299000,8 Noyabr m.,3 otaqlı,140 m²,6/17 mərtəbə
275000,Mərdəkan q.,N/A,N/A,N/A
145000,Nəsimi r.,3 otaqlı,52 m²,5/14 mərtəbə
410000,İçəri Şəhər m.,3 otaqlı,115 m²,11/16 mərtəbə
870000,Gənclik m.,5 otaqlı,268 m²,11/16 mərtəbə
114000,Elmlər Akademiyası m.,2 otaqlı,61 m²,17/17 mərtəbə
400000,8-ci mikrorayon q.,4 otaqlı,185 m²,9/17 mərtəbə
140000,Elmlər Akademiyası m.,2 otaqlı,60 m²,12/17 mərtəbə
375000,Nərimanov r.,4 otaqlı,180 m²,13/17 mərtəbə
315000,Nəsimi r.,3 otaqlı,115 m²,12/14 mərtəbə
198000,Nərimanov r.,2 otaqlı,65 m²,14/17 mərtəbə
117000,İnşaatçılar m.,3 otaqlı,62 m²,15/17 mərtəbə
197000,Xətai r.,3 otaqlı,90 m²,4/19 mərtəbə
118000,Suraxanı r.,2 otaqlı,60 m²,9/16 mərtəbə
125500,İnşaatçılar m.,2 otaqlı,64 m²,15/18 mərtəbə
205000,İçəri Şəhər m.,2 otaqlı,64 m²,2/3 mərtəbə
330000,Gənclik m.,3 otaqlı,120 m²,9/11 mərtəbə
588000,Şıxov q.,N/A,N/A,N/A
350000,Şah İsmayıl Xətai m.,3 otaqlı,110 m²,6/16 mərtəbə
330000,Nəsimi r.,3 otaqlı,131 m²,8/13 mərtəbə
135000,9-cu mikrorayon q.,2 otaqlı,47 m²,8/9 mərtəbə
194000,Novxanı q.,N/A,N/A,N/A
230000,Maştağa q.,N/A,N/A,N/A
265000,İnşaatçılar m.,4 otaqlı,150 m²,2/16 mərtəbə
85000,Masazır q.,3 otaqlı,73 m²,2/5 mərtəbə
107000,Hökməli q.,2 otaqlı,6 m²,10/10 mərtəbə
205000,Elmlər Akademiyası m.,2 otaqlı,60 m²,4/4 mərtəbə
1275000,Bayıl q.,5 otaqlı,7 m²,11/16 mərtəbə
154000,Memar Əcəmi m.,2 otaqlı,48 m²,15/17 mərtəbə
232000,28 May m.,2 otaqlı,65 m²,11/18 mərtəbə
5000000,Sumqayıt,N/A,N/A,N/A
300000,Nəsimi r.,N/A,N/A,N/A
370000,Nəriman Nərimanov m.,3 otaqlı,143 m²,13/17 mərtəbə
119000,İnşaatçılar m.,2 otaqlı,60 m²,13/14 mərtəbə
350000,Nəsimi r.,4 otaqlı,136 m²,7/12 mərtəbə
190000,Xətai r.,5 otaqlı,120 m²,7/9 mərtəbə
